"SYMBOL"	"annotation"	"start"	"end"	"Cell_Line_1"	"Cell_Line_2"	"Cell_Line_3"	"Coriell_1"	"Coriell_2"	"Cell_Line_4"	"Cell_Line_5"	"Cell_Line_6"	"Cell_Line_7"	"Cell_Line_8"	"Cell_Line_9"	"Coriell_3"	"Coriell_4"	"Cell_Line_10"	"Cell_Line_11"	"Cell_Line_12"
"11"	"PCDHA7"	"Promoter (1-2kb)"	140836221	140836222	"0.488713742283533"	"0.591548532113484"	"0.613365752264908"	"0.491345955481032"	"0.427764237103106"	"0.568579153753076"	"0.415701539425771"	"0.570530022285277"	"0.423155341572136"	"0.629283159277117"	"0.539354473732148"	"0.446697643113318"	"0.49345266875799"	"0.571647603663479"	"0.458347987587222"	"0.626955936415514"
"12"	"PCDHA8"	"Promoter (2-3kb)"	140843480	140843481	"0.328414806093534"	"0.5349064231713"	"0.518804817005412"	"0.460991228572816"	"0.415089312678689"	"0.422732766058469"	"0.258372890634862"	"0.48749306125428"	"0.27741948187911"	"0.58153907101545"	"0.380475628497529"	"0.433264085832266"	"0.47222526769988"	"0.43993206973604"	"0.356243722849999"	"0.609745066271055"
"13"	"PCDHA9"	"Promoter (2-3kb)"	140850741	140850742	"0.471355202870809"	"0.568662241707382"	"0.642584236844712"	"0.543859436866731"	"0.513139425555833"	"0.59986284743456"	"0.439283276856356"	"0.572607451574982"	"0.452296319794432"	"0.595291856276519"	"0.563958868640183"	"0.526022912581315"	"0.549471548785374"	"0.606127914654035"	"0.494221805272481"	"0.619555582914754"
"14"	"PCDHAC1"	"Promoter (<=1kb)"	140926596	140926597	"0.747764544223664"	"0.543457745682965"	"0.830737795661331"	"0.273105708241543"	"0.24204907272975"	"0.72900065316918"	"0.706459665531967"	"0.554419145736458"	"0.704602281651902"	"0.593452440170437"	"0.718651974075854"	"0.243115965578238"	"0.303637789193639"	"0.734341381271121"	"0.754314615402391"	"0.64823750359676"
"15"	"PCDHAC2"	"Promoter (<=1kb)"	140966708	140966709	"0.407417624611404"	"0.66175093244308"	"0.703683651194762"	"0.242315677637394"	"0.185569352095931"	"0.648743964595153"	"0.277487183835569"	"0.649706378588915"	"0.327407673823731"	"0.705504832170872"	"0.590189163810833"	"0.210194257963204"	"0.273723248311079"	"0.637370403294972"	"0.411652342529081"	"0.746076046224866"
"16"	"PCDHB1"	"Promoter (<=1kb)"	141051454	141051455	"0.359041698553724"	"0.549615973571812"	"0.631826983037953"	"0.417080487636972"	"0.366116755565852"	"0.575422321902463"	"0.282444826858994"	"0.534405845612368"	"0.295683561535593"	"0.588299826741864"	"0.538954505172563"	"0.385363626850377"	"0.432408387520813"	"0.577537551726385"	"0.363082652131042"	"0.616503841083423"
"17"	"PCDHB1-AS1"	"Promoter (<=1kb)"	141078007	141078008	"0.659080134547344"	"0.865511734855682"	"0.882550680103418"	"0.625437544033467"	"0.597092732323383"	"0.857224373042242"	"0.594910853155793"	"0.857351779727493"	"0.632789511033199"	"0.901467538912474"	"0.797263870040169"	"0.587284117855308"	"0.687467582126145"	"0.847519455055009"	"0.663166559643019"	"0.913288211812127"
"18"	"PCDHB10"	"Promoter (<=1kb)"	141192386	141192387	"0.187020465175808"	"0.265191414414396"	"0.308971784994668"	"0.223653011251974"	"0.204833348490485"	"0.274320760276554"	"0.147280700086329"	"0.267828696393516"	"0.158408966685586"	"0.296083575172369"	"0.263983268481624"	"0.208929659930396"	"0.245515336117806"	"0.265202380958845"	"0.196594061614104"	"0.340713294460801"
"19"	"PCDHB11"	"Promoter (<=1kb)"	141199897	141199898	"0.309080453451828"	"0.589080240685132"	"0.662965242665603"	"0.478320380583913"	"0.427169397601943"	"0.590031738417729"	"0.215578971260802"	"0.535098011315366"	"0.236910829663942"	"0.644369618293372"	"0.54105059361314"	"0.444325923071633"	"0.494839671839559"	"0.598349577978473"	"0.335522481127914"	"0.662299752391553"
"20"	"PCDHB12"	"Promoter (<=1kb)"	141208649	141208650	"0.452639397278277"	"0.547387149152327"	"0.520620393136363"	"0.333798688219799"	"0.300770373968101"	"0.472064855931416"	"0.357378174410587"	"0.533026663224272"	"0.388658953237966"	"0.60693537134529"	"0.460652637807484"	"0.308775435105271"	"0.336935494502185"	"0.484864549192626"	"0.458752345690582"	"0.626975152451992"
"21"	"PCDHB13"	"Promoter (<=1kb)"	141213772	141213773	"0.287426267450603"	"0.484443862606316"	"0.55314223312256"	"0.457026745348403"	"0.417359272460139"	"0.518715456781657"	"0.24411051648901"	"0.467702098349612"	"0.265008821035955"	"0.502974898662843"	"0.469821510942112"	"0.437907259251147"	"0.488048695823444"	"0.508814470557837"	"0.292734592485384"	"0.53079463618654"
"22"	"PCDHB14"	"Promoter (<=1kb)"	141223279	141223280	"0.248115405392709"	"0.223183090823706"	"0.44028416862286"	"0.30691840452057"	"0.252069442057032"	"0.375560051444306"	"0.199815942205703"	"0.228453497133259"	"0.185670415458701"	"0.26292686470354"	"0.346871047279161"	"0.285570579198258"	"0.329167378360218"	"0.378439084359222"	"0.247620561056059"	"0.286942730713008"
"23"	"PCDHB15"	"Promoter (<=1kb)"	141245436	141245437	"0.295361044385974"	"0.628729633230468"	"0.864571717558082"	"0.366636962717479"	"0.295152783788069"	"0.823121845221619"	"0.203248858208308"	"0.636576178164468"	"0.22576588365292"	"0.681082939529576"	"0.791709138904549"	"0.33493147446162"	"0.381179044369952"	"0.811736861477907"	"0.30383477845953"	"0.742419085043472"
"24"	"PCDHB16"	"Promoter (2-3kb)"	141180290	141180291	"0.384489329376489"	"0.585714844845309"	"0.620531813389001"	"0.425218967191063"	"0.375096202865804"	"0.563383745081257"	"0.325884335484805"	"0.550780679136607"	"0.321001151494502"	"0.595993127173591"	"0.532624525845024"	"0.392981497716203"	"0.43475080401209"	"0.56934248959762"	"0.390869464657499"	"0.617448085561428"
"25"	"PCDHB17P"	"Promoter (<=1kb)"	141156594	141156595	"0.487004605351793"	"0.698891722860586"	"0.694118349447836"	"0.668119823152144"	"0.592940060466908"	"0.639427993606774"	"0.36544744315924"	"0.692293536797109"	"0.400997894784524"	"0.750381471264782"	"0.57069029869355"	"0.615847010141383"	"0.692207950090055"	"0.617920077313682"	"0.496239380818371"	"0.771101924580331"
"26"	"PCDHB18P"	"Promoter (<=1kb)"	141235193	141235194	"0.311056956446957"	"0.533921262377452"	"0.661689309101363"	"0.370006832029275"	"0.331275179598289"	"0.598897702062364"	"0.238843334040426"	"0.517925188767287"	"0.230801126087315"	"0.574498635168795"	"0.552814959702864"	"0.34786885634723"	"0.380018116990962"	"0.605774713498378"	"0.295104724732"	"0.604147302122369"
"27"	"PCDHB19P"	"Promoter (1-2kb)"	141241336	141241337	"0.463220831912402"	"0.657778510918238"	"0.741358370892043"	"0.391940081944934"	"0.319898462250793"	"0.654024315648976"	"0.394959742215535"	"0.635022346698477"	"0.420230803849251"	"0.684934389045533"	"0.63179485158082"	"0.337136641854489"	"0.396717468501284"	"0.677622852036113"	"0.46508192623597"	"0.71513805642149"
"28"	"PCDHB2"	"Promoter (<=1kb)"	141095465	141095466	"0.241324857570028"	"0.4208996693833"	"0.524199131471703"	"0.399978519398854"	"0.380564274823997"	"0.443830983148038"	"0.184222540248137"	"0.410756576590685"	"0.209568267494894"	"0.433604766638229"	"0.410055642019803"	"0.378994562217896"	"0.42657255622128"	"0.47086419420586"	"0.250846856339304"	"0.45443792973231"
"29"	"PCDHB3"	"Promoter (<=1kb)"	141100395	141100396	"0.365699729167867"	"0.764031083605289"	"0.657591869677096"	"0.415782717927807"	"0.368510293882281"	"0.611905765225772"	"0.273218865869185"	"0.742038421208614"	"0.296655347161997"	"0.798081279570518"	"0.589037215242675"	"0.384388557508642"	"0.458202005844626"	"0.623514690549772"	"0.356205148153418"	"0.817704302697194"
"30"	"PCDHB4"	"Promoter (<=1kb)"	141121821	141121822	"0.353109296930414"	"0.623060395853188"	"0.662208054227263"	"0.317244314520899"	"0.270994492060413"	"0.611173383165657"	"0.280014731622149"	"0.601854427462877"	"0.290864113763961"	"0.658017078576165"	"0.553842577768373"	"0.305259421415568"	"0.354448205472153"	"0.594709210780025"	"0.333325520864824"	"0.663655705497739"
"31"	"PCDHB5"	"Promoter (<=1kb)"	141135195	141135196	"0.441686631264729"	"0.678890970680621"	"0.732597898221494"	"0.472850917527131"	"0.430486076990343"	"0.642872689460647"	"0.37348778137371"	"0.657038497401499"	"0.394503502808781"	"0.71319264338911"	"0.632409314467431"	"0.44215513357447"	"0.507399158031326"	"0.637259433004396"	"0.453431718188852"	"0.734840231372428"
"32"	"PCDHB6"	"Promoter (<=1kb)"	141150886	141150887	"0.389909786340832"	"0.629486537085395"	"0.783969115489065"	"0.515917105745962"	"0.419866441252034"	"0.708943143839541"	"0.295594152105287"	"0.640613343479941"	"0.317608312352967"	"0.687739181280953"	"0.677771567770659"	"0.440485677587237"	"0.538428779914916"	"0.713488453332207"	"0.39124717288977"	"0.724997248832232"
"33"	"PCDHB7"	"Promoter (<=1kb)"	141173439	141173440	"0.406674341208063"	"0.530652281673531"	"0.653025845384907"	"0.45716133265926"	"0.41378027490811"	"0.596337916857981"	"0.307698089999056"	"0.521718500272852"	"0.342992310280153"	"0.560964433986878"	"0.558569917974464"	"0.439111946283255"	"0.492760984223939"	"0.583484721089435"	"0.390272463425336"	"0.571595892480993"
"34"	"PCDHB8"	"Promoter (<=1kb)"	141176922	141176923	"0.422932709181913"	"0.51415117806113"	"0.618306349606255"	"0.627687640145788"	"0.571245539905836"	"0.550047769477132"	"0.355429370241342"	"0.490341831764222"	"0.355614001900702"	"0.555364764131523"	"0.550806881567227"	"0.59220713694277"	"0.629879927084647"	"0.560217480265546"	"0.444807784093031"	"0.619074810035198"
"35"	"PCDHB9"	"Promoter (<=1kb)"	141186902	141186903	"0.323632625421053"	"0.453102637607228"	"0.447751321413867"	"0.375479939202761"	"0.343480527650546"	"0.388933630370913"	"0.276270653239295"	"0.389099889082941"	"0.293234616553176"	"0.472594946122637"	"0.366341237970121"	"0.372171067659496"	"0.378684609085906"	"0.398305596234928"	"0.350259772098729"	"0.495005082929458"
"36"	"PCDHGA1"	"Promoter (<=1kb)"	141330503	141330504	"0.586003697012752"	"0.541053079355487"	"0.661946247866149"	"0.402975332329244"	"0.354996060842171"	"0.58519317619816"	"0.508422953324135"	"0.531465400033538"	"0.537569381334268"	"0.577987552322656"	"0.570451379067425"	"0.36410590126912"	"0.429246197370183"	"0.594935829542611"	"0.587957851451442"	"0.604028716034408"
"37"	"PCDHGA10"	"Promoter (<=1kb)"	141413133	141413134	"0.439163533071543"	"0.275003108145601"	"0.576936187604978"	"0.332267892626614"	"0.289307659182798"	"0.49398852889885"	"0.379755371126512"	"0.281157367403479"	"0.396863170293114"	"0.302314500666583"	"0.45264131005236"	"0.299024308344619"	"0.351031492737501"	"0.499917967940684"	"0.443160978516542"	"0.324572036030755"
"38"	"PCDHGA11"	"Promoter (<=1kb)"	141421019	141421020	"0.68057167495111"	"0.579219950415367"	"0.63691409955315"	"0.551811685889507"	"0.502230285851941"	"0.551493792951986"	"0.560608938971526"	"0.566212138906019"	"0.607643662335314"	"0.641025323606008"	"0.539941917101243"	"0.515408754151253"	"0.598738998179435"	"0.552682035703126"	"0.668022331065786"	"0.687445398002148"
"39"	"PCDHGA12"	"Promoter (<=1kb)"	141430539	141430540	"0.714842607705477"	"0.737917263986456"	"0.853012612348446"	"0.332292937513293"	"0.27490468767765"	"0.783640812250646"	"0.647194007917791"	"0.720457423958543"	"0.683502816413272"	"0.76948562119349"	"0.778693969584625"	"0.292617643191482"	"0.346107302876925"	"0.799409323470301"	"0.725147117311651"	"0.776799051332249"
"40"	"PCDHGA2"	"Promoter (<=1kb)"	141339735	141339736	"0.424854868403657"	"0.646757073098346"	"0.569898628875061"	"0.354897285665643"	"0.335070205547544"	"0.515109739405776"	"0.383826523209932"	"0.643513257962591"	"0.386622037865704"	"0.685560366017052"	"0.512010538327371"	"0.343688711831002"	"0.374566808366548"	"0.522182908657861"	"0.430099891927768"	"0.703639684553789"
"41"	"PCDHGA3"	"Promoter (<=1kb)"	141344117	141344118	"0.551227902121391"	"0.658507481400854"	"0.806179486579544"	"0.529637599119718"	"0.475788317328986"	"0.772471898660262"	"0.48118685848117"	"0.65444442475035"	"0.477111426774643"	"0.693409373281128"	"0.753448779909871"	"0.482413213403155"	"0.546356663364975"	"0.771926634956412"	"0.557876838204478"	"0.708355849449935"
"42"	"PCDHGA4"	"Promoter (<=1kb)"	141355830	141355831	"0.551371898268667"	"0.658576659560557"	"0.659033470525095"	"0.471350404467312"	"0.415432038652093"	"0.597315548989813"	"0.459816944784126"	"0.625779177188602"	"0.488025174316922"	"0.705837279172051"	"0.582692370426311"	"0.443097355809038"	"0.485519551261046"	"0.609637105574356"	"0.535216902747635"	"0.715527063784873"
"43"	"PCDHGA5"	"Promoter (<=1kb)"	141364588	141364589	"0.467557718184868"	"0.67681713850394"	"0.787335066619476"	"0.46277526252771"	"0.392656022211051"	"0.744535093830042"	"0.369047593196744"	"0.650255103138432"	"0.398544114688936"	"0.729660092013188"	"0.71156456799681"	"0.435209198476151"	"0.477816825689779"	"0.737101705491661"	"0.442449692223381"	"0.76076293130856"
"44"	"PCDHGA6"	"Promoter (<=1kb)"	141373851	141373852	"0.470450344539358"	"0.671810257106952"	"0.803245946846976"	"0.529795935082358"	"0.502047970048522"	"0.747163616647664"	"0.400548798854537"	"0.638545053890132"	"0.418973751795509"	"0.716249802040593"	"0.724308794353292"	"0.518045621813243"	"0.545750989157113"	"0.772507062587748"	"0.484014664490652"	"0.751552159053948"
"45"	"PCDHGA7"	"Promoter (<=1kb)"	141383390	141383391	"0.42517237404828"	"0.622289523785679"	"0.799011519376239"	"0.536498697583428"	"0.464583849209763"	"0.750217439974729"	"0.324097849215259"	"0.626887555379873"	"0.352519732415191"	"0.651413138196565"	"0.727969458961819"	"0.487426697635717"	"0.556951128603334"	"0.75914440696811"	"0.417238047143753"	"0.678504957509874"
"46"	"PCDHGA8"	"Promoter (<=1kb)"	141389873	141389874	"0.544103903885123"	"0.649150234920898"	"0.716854421410371"	"0.50149522254462"	"0.483165138212464"	"0.661780919776441"	"0.494531508926247"	"0.645914026410365"	"0.503995348180964"	"0.679142994787849"	"0.652442504962908"	"0.472462582665814"	"0.511946347662105"	"0.653356681773636"	"0.564514337050178"	"0.697128884718202"
"47"	"PCDHGA9"	"Promoter (<=1kb)"	141402800	141402801	"0.618627425468008"	"0.624598707080991"	"0.778488635316443"	"0.43557286088797"	"0.410093634065827"	"0.724779545000622"	"0.56437072169136"	"0.611325873474703"	"0.572817813511542"	"0.659165801837246"	"0.702805648875445"	"0.437429928236693"	"0.449645585122855"	"0.731682474006574"	"0.615944547640699"	"0.680908958160016"
"48"	"PCDHGB1"	"Promoter (<=1kb)"	141350086	141350087	"0.418727252239875"	"0.602942104315875"	"0.504282948468073"	"0.461198176818966"	"0.407005142689"	"0.455234794523148"	"0.350226576150757"	"0.588185992618085"	"0.365535965167655"	"0.654980542966408"	"0.427654740449038"	"0.429324440567529"	"0.487875470719664"	"0.454621587730489"	"0.438234842583163"	"0.722373804658389"
"49"	"PCDHGB2"	"Promoter (<=1kb)"	141360936	141360937	"0.444752935887199"	"0.559861871105152"	"0.738009882047522"	"0.504291806701311"	"0.450655467367076"	"0.633663850229414"	"0.375347641821764"	"0.558066323632378"	"0.39078266453607"	"0.588844501613793"	"0.634840109557239"	"0.47689737545935"	"0.505631244682014"	"0.648799295598561"	"0.448902657874014"	"0.618872708214586"
"50"	"PCDHGB3"	"Promoter (<=1kb)"	141370230	141370231	"0.403266358683267"	"0.606979391652"	"0.468420325264752"	"0.168207583706999"	"0.144604290909012"	"0.400604440036452"	"0.334449790457208"	"0.570271413013778"	"0.349160491892218"	"0.638322000414999"	"0.386356861157286"	"0.149283304362812"	"0.172256073799827"	"0.398790775963376"	"0.420043795050533"	"0.656860833939028"
"51"	"PCDHGB4"	"Promoter (<=1kb)"	141387751	141387752	"0.640916365471865"	"0.783605130388433"	"0.900018574118761"	"0.710161049774386"	"0.641475628959625"	"0.821544826724401"	"0.506157340664494"	"0.762721516535974"	"0.568606181137007"	"0.813409484291255"	"0.817917843472788"	"0.656595651113787"	"0.748567261384267"	"0.824737781215151"	"0.648352685053341"	"0.856571181565052"
"52"	"PCDHGB5"	"Promoter (<=1kb)"	141398857	141398858	"0.468376804034525"	"0.579992928797217"	"0.669767997806187"	"0.46389562133493"	"0.439484167374133"	"0.611924804247881"	"0.370287184471134"	"0.578930714408524"	"0.401434785875086"	"0.617176167986771"	"0.602043783030429"	"0.454708177971756"	"0.48543929277633"	"0.618849082259133"	"0.441455724881414"	"0.61402138550465"
"53"	"PCDHGB6"	"Promoter (<=1kb)"	141407863	141407864	"0.542606973661587"	"0.489452815496272"	"0.768324814913058"	"0.386902483321739"	"0.337565111048099"	"0.709632194919411"	"0.472279995398791"	"0.465904693123126"	"0.482502405874044"	"0.536094673020253"	"0.691344375071842"	"0.35767652127131"	"0.434347025558815"	"0.71606352107875"	"0.519761096207331"	"0.589287059793035"
"54"	"PCDHGB7"	"Promoter (1-2kb)"	141419191	141419192	"0.566572374298221"	"0.573599554464563"	"0.675272114859855"	"0.588476905270901"	"0.523899227717248"	"0.600880126686329"	"0.501316966000888"	"0.534318366813916"	"0.529029406973691"	"0.600066368211551"	"0.567804072396405"	"0.55578260219809"	"0.610111821530123"	"0.613139793724826"	"0.578075809638542"	"0.630517130367933"
"55"	"PCDHGB8P"	"Promoter (1-2kb)"	141428220	141428221	"0.49277082750628"	"0.646731279572786"	"0.823856782905375"	"0.703336830022975"	"0.679208989177552"	"0.791456296734897"	"0.447493829304095"	"0.635956073830834"	"0.465774698048588"	"0.67028591458279"	"0.745240521743178"	"0.707922180608792"	"0.73182483302137"	"0.785530632735746"	"0.50633901812438"	"0.682196876788896"
"56"	"PCDHGC3"	"Promoter (<=1kb)"	141476763	141476764	"0.549715043804657"	"0.655490673159539"	"0.511794531440292"	"0.370371763294881"	"0.354943618403368"	"0.474998412531386"	"0.496417238774256"	"0.646847431558979"	"0.514286180897592"	"0.682274939639008"	"0.448887072217359"	"0.361600008900029"	"0.388056323104037"	"0.472093733018433"	"0.557423314217247"	"0.729349988446971"
"57"	"PCDHGC4"	"Promoter (<=1kb)"	141485866	141485867	"0.765564053991267"	"0.670881801471634"	"0.679202993088284"	"0.295947070537077"	"0.256382569057228"	"0.623667088394951"	"0.679649681346498"	"0.635609960991927"	"0.720837914563545"	"0.717279808365859"	"0.600515379378899"	"0.26079851340295"	"0.329452227796803"	"0.629720264315214"	"0.776911034131593"	"0.7614011641311"
"58"	"PCDHGC5"	"Promoter (<=1kb)"	141488157	141488158	"0.488403192365578"	"0.538062328192755"	"0.810272476825032"	"0.786699171666952"	"0.767571310007971"	"0.772033426991701"	"0.435757134007999"	"0.5498308767441"	"0.436946978290156"	"0.581475981861119"	"0.75498791528407"	"0.774068165189795"	"0.797108698879046"	"0.77117496694012"	"0.489906420981395"	"0.602711279079928"
